,id,title,runtime,vote_average
30066,323517,Badlapur,128.0,6.8
27441,22901,I Know You Know,81.0,6.8
14558,25196,Crazy Heart,112.0,6.8
6970,17685,King of Hearts,102.0,6.8
9308,13899,Dead or Alive 2: Birds,97.0,6.8
30085,21297,Wake Up Sid,138.0,6.8
20846,57849,Casanova's Big Night,86.0,6.8
14582,94803,Variety,104.0,6.8
11977,33916,Czech Dream,90.0,6.8
20830,68721,Iron Man 3,130.0,6.8
37408,64437,L'Été en pente douce,0.0,6.8
8599,42731,A Thousand Clowns,118.0,6.8
43378,57837,George Carlin: On Location at Phoenix,82.0,6.8
20806,15257,Hulk vs. Wolverine,38.0,6.8
37411,76784,All Stars 2: Old Stars,123.0,6.8
5936,65300,Endangered Species,97.0,6.8
14641,187401,The Phantom Lover,100.0,6.8
824,47907,The Spitfire Grill,117.0,6.8
14646,44085,The Yacoubian Building,161.0,6.8
6871,9261,The Wedding Banquet,109.0,6.8
14289,63107,¡Que Viva México!,85.0,6.8
27897,54880,The Hunchback of Paris,105.0,6.8
3797,26484,Beach Party,101.0,6.8
27854,283235,99 Homes,112.0,6.8
35366,310972,The Christmas Secret,90.0,6.8
44174,26792,The Storm Gate,208.0,6.8
3805,911,The Bank Dick,72.0,6.8
22375,54277,Zatôichi's Cane Sword,93.0,6.8
29496,26687,The Unseeable,100.0,6.8
4242,644,A.I. Artificial Intelligence,146.0,6.8
27837,319070,Drunk Stoned Brilliant Dead: The Story of the National Lampoon,93.0,6.8
21340,77728,Giorgino,177.0,6.8
35352,358532,The Monster of Mangatiti,70.0,6.8
13993,22600,Gangster's Paradise: Jerusalema,120.0,6.8
36682,64404,Le révélateur,67.0,6.8
6751,50374,Black Sunday,143.0,6.8
6769,42522,The Hired Hand,90.0,6.8
27823,309299,Experimenter,97.0,6.8
8726,36665,General Idi Amin Dada,90.0,6.8
9120,19846,The Interview,104.0,6.8
21319,46729,Fetching Cody,87.0,6.8
6775,78331,The Solid Gold Cadillac,99.0,6.8
44157,78323,Bablo,89.0,6.8
12266,42790,Seduced and Abandoned,115.0,6.8
8712,22307,Sisters,93.0,6.8
9140,14439,The Pentagon Wars,104.0,6.8
529,10445,Shadowlands,131.0,6.8
35368,348634,A Christmas Detour,84.0,6.8
27863,250124,The Diary of a Teenage Girl,98.0,6.8
3671,36657,X-Men,104.0,6.8
44278,69161,Heroes Shed No Tears,93.0,6.8
44340,25525,Lensman,107.0,6.8
12346,111747,Just Pals,50.0,6.8
27896,82046,The Count of Monte Cristo,183.0,6.8
13842,19265,Whatever Works,92.0,6.8
13857,50201,The Journey to Melonia,101.0,6.8
27887,188765,My Sweet Pepper Land,100.0,6.8
8741,1835,"Farewell, My Lovely",95.0,6.8
469,9386,In the Line of Fire,128.0,6.8
12331,4170,Trade,120.0,6.8
21414,18851,The Cat and the Canary,72.0,6.8
21407,138832,We're the Millers,110.0,6.8
6735,10629,Veronica Guerin,98.0,6.8
13927,22302,Polytechnique,77.0,6.8
27871,308032,The Stanford Prison Experiment,122.0,6.8
6738,13920,Radio,109.0,6.8
13894,59847,Mélo,112.0,6.8
21394,42502,The Brute,81.0,6.8
36639,129820,Silence and Cry,73.0,6.8
13899,49360,Who Killed Nancy?,0.0,6.8
44192,66706,Grim Prairie Tales,86.0,6.8
27868,308027,"People, Places, Things",85.0,6.8
29414,248087,The Eternal Zero,144.0,6.8
12310,28272,Equinox Flower,118.0,6.8
44185,19715,Donald in Mathmagic Land,27.0,6.8
8711,31587,Scarecrow,112.0,6.8
36851,68173,Jungle Freaks,110.0,6.8
4255,60670,The Crimson Rivers,106.0,6.8
35259,201223,Blue Exorcist: The Movie,88.0,6.8
14181,29963,Bright Star,119.0,6.8
37000,342163,Sin hijos,0.0,6.8
14200,44208,Angel,91.0,6.8
12183,43987,No Mercy for the Rude,113.0,6.8
14205,67612,"Black God, White Devil",120.0,6.8
14207,43360,Le Plaisir,97.0,6.8
37033,353533,Srimanthudu,160.0,6.8
9209,12480,Water Drops on Burning Rocks,90.0,6.8
27665,272693,The DUFF,100.0,6.8
12159,5126,Martian Child,106.0,6.8
14227,39506,Story of a Prostitute,96.0,6.8
37061,342672,4th Man Out,86.0,6.8
44061,456187,King Charles III,89.0,6.8
12153,20607,"Dawn Breaks, Which Is No Small Thing",110.0,6.8
35241,47647,Fight Back to School,100.0,6.8
12147,48301,Return to the 36th Chamber,99.0,6.8
37097,4680,Two Men in Town,100.0,6.8
35230,142635,Love at the Thanksgiving Day Parade,97.0,6.8
14248,77246,David and Lisa,86.0,6.8
37110,61540,The Girl in the Yellow Pajamas,103.0,6.8
6054,102,Open Hearts,113.0,6.8
14266,885,The Docks of New York,76.0,6.8
14274,43850,The Divorce of Lady X,92.0,6.8
29787,332835,Piku,123.0,6.8
9187,20882,Peculiarities of the National Fishing,95.0,6.8
21144,58293,The Anniversary,95.0,6.8
43928,160234,Abel's Field,104.0,6.8
8685,40732,The Emigrants,191.0,6.8
6124,80243,Unknown Pleasures,113.0,6.8
21229,193346,Big Star: Nothing Can Hurt Me,100.0,6.8
4261,17612,Lost and Delirious,103.0,6.8
21219,157386,The Spectacular Now,95.0,6.8
561,8223,Kika,117.0,6.8
8703,31943,Emperor of the North,118.0,6.8
43991,421550,Payback: Straight Up,90.0,6.8
36878,20092,Corporate,142.0,6.8
21215,19506,ICHI,120.0,6.8
9156,55257,Juha,78.0,6.8
9158,38821,The Tough Ones,105.0,6.8
29587,28663,Woman on the Run,77.0,6.8
27787,1871,Fantomas,99.0,6.8
21199,124071,How to Make Money Selling Drugs,96.0,6.8
12226,8272,The Savages,114.0,6.8
4265,22478,Another Woman,84.0,6.8
36912,28527,The Polish Bride,89.0,6.8
14122,52710,Detective,95.0,6.8
575,47507,Café au Lait,94.0,6.8
29625,250734,Far from the Madding Crowd,119.0,6.8
6815,13581,Dead of Night,103.0,6.8
14149,689,The Travelling Players,223.0,6.8
27739,39064,Joni's Promise,83.0,6.8
11373,43884,The Charge of the Light Brigade,115.0,6.8
30662,41378,Five Element Ninjas,107.0,6.8
32084,41610,Fracchia The Human Beast,99.0,6.8
24135,16986,The Obama Deception,111.0,6.8
8224,11109,Vera Drake,125.0,6.8
9930,69321,Pretty Maids All in a Row,91.0,6.8
10931,17111,Shutter,97.0,6.8
40117,383064,Road to Istanbul,100.0,6.8
18059,18520,Al Franken - God Spoke,84.0,6.8
10928,2652,Hard Candy,103.0,6.8
31850,276729,Heaven Adores You,104.0,6.8
38768,346489,A Country Wedding,84.0,6.8
2008,9314,Nineteen Eighty-Four,113.0,6.8
9927,38770,Major Barbara,131.0,6.8
9934,9653,Mädchen in Uniform,88.0,6.8
32767,297755,L♡DK,113.0,6.8
41160,27953,Kabadayı,140.0,6.8
32751,238398,Grantham and Rose,90.0,6.8
4925,10423,Dragon: The Bruce Lee Story,120.0,6.8
10478,41566,New York Doll,75.0,6.8
17074,55836,A Gentle Woman,88.0,6.8
41142,415214,Operation Mekong,140.0,6.8
19291,43121,The Rickshaw Man,103.0,6.8
9926,24182,"Dearest Relatives, Poisonous Relations",105.0,6.8
17076,1115,Ghosts,85.0,6.8
38752,210250,Louis Theroux: Gambling in Las Vegas,60.0,6.8
9914,62637,Why Has Bodhi-Dharma Left for the East?,137.0,6.8
5418,3127,The Revenge of Frankenstein,89.0,6.8
18090,65044,The Heirloom,97.0,6.8
17009,12078,Larks on a String,94.0,6.8
10956,1416,The Coast Guard,96.0,6.8
31797,76850,Subramaniapuram,145.0,6.8
1987,10882,Sleeping Beauty,75.0,6.8
10951,8982,The Protector,108.0,6.8
41212,203901,The Bespoke Overcoat,36.0,6.8
10180,28270,Gambit,109.0,6.8
5410,24750,Time After Time,112.0,6.8
19299,126420,On Top of the Whale,90.0,6.8
38759,377428,All Things Valentine,85.0,6.8
24136,79016,Homevideo,89.0,6.8
41173,345888,The Piper,107.0,6.8
5406,10323,Clash of the Titans,118.0,6.8
10939,41338,The President's Last Bang,102.0,6.8
2003,13697,Grand Canyon,134.0,6.8
2935,1832,Dogma,130.0,6.8
2016,9454,Ever After: A Cinderella Story,121.0,6.8
33804,24037,Open City,112.0,6.8
8206,18499,The Decline of the American Empire,101.0,6.8
41021,159538,The Strange Case of Alice Cooper,72.0,6.8
33745,40452,Crying Fist,134.0,6.8
10878,48764,The Trial of Joan of Arc,65.0,6.8
10877,42112,L’argent,85.0,6.8
19235,8736,Dikkenek,84.0,6.8
24117,179799,Tattoo Nation,86.0,6.8
9964,18871,Ride the Pink Horse,101.0,6.8
33741,281780,Kundo: Age of the Rampant,137.0,6.8
4797,72277,The Last Wave,106.0,6.8
32708,177104,Napoletani a Milano,0.0,6.8
24107,27286,Beautiful Losers,90.0,6.8
10864,52885,The Red and the White,90.0,6.8
23602,209451,Jersey Boys,134.0,6.8
23609,159137,Anita,85.0,6.8
2078,1978,Stage Fright,110.0,6.8
7874,44494,Zero for Conduct,41.0,6.8
25227,100257,Quartet,120.0,6.8
32687,86955,Body and Soul,102.0,6.8
5374,2750,24 Hour Party People,117.0,6.8
2050,10692,Henry: Portrait of a Serial Killer,83.0,6.8
17078,22449,I Just Didn't Do It,143.0,6.8
10489,5335,Teorema,98.0,6.8
41141,42123,Utu,118.0,6.8
24133,34064,Marilena de la P7,45.0,6.8
19281,8266,Female Agents,117.0,6.8
38797,164777,The Magnificient Cuckold,124.0,6.8
38803,84993,Next of Kin,89.0,6.8
31875,29804,Rebound: The Legend of Earl 'The Goat' Manigault,120.0,6.8
18023,86126,A Cab for Three,90.0,6.8
33782,35851,Runaway,80.0,6.8
33771,70131,Cruel Winter Blues,118.0,6.8
33755,206,Paradise Found,89.0,6.8
41103,360029,Into the Inferno,104.0,6.8
10895,9270,Brick,110.0,6.8
18019,94623,Directed by John Ford,99.0,6.8
25270,11616,Go for It,107.0,6.8
23574,177703,Broadway Idiot,81.0,6.8
25269,86236,Dying Room Only,74.0,6.8
39406,35007,It Always Rains on Sunday,92.0,6.8
19252,58159,The Tortoise and the Hare,9.0,6.8
5420,32825,Wild in the Country,114.0,6.8
5113,11006,Smokey and the Bandit,96.0,6.8
16707,30901,All the Colors of the Dark,94.0,6.8
16806,16439,The Country Teacher,117.0,6.8
9846,26038,Call Northside 777,111.0,6.8
3026,31681,Hell in the Pacific,103.0,6.8
5480,11013,Secretary,104.0,6.8
25505,61925,The Cop in Blue Jeans,95.0,6.8
25501,87093,Big Eyes,105.0,6.8
2460,65749,Tango,115.0,6.8
25493,215061,Synchromy,7.0,6.8
19465,52767,The Hunter,90.0,6.8
25483,132038,Boogie-Doodle,4.0,6.8
31588,62349,Alza la testa,,6.8
18695,53419,Behind the Screen,24.0,6.8
23391,120852,Lesson of the Evil,129.0,6.8
33891,89116,The Professor and His Beloved Equation,117.0,6.8
19440,84190,Detropia,93.0,6.8
4753,67385,The Town Is Quiet,133.0,6.8
10435,27974,Bullets or Ballots,82.0,6.8
10437,32990,Mother of Mine,111.0,6.8
1900,12101,Soylent Green,97.0,6.8
24164,265189,Force Majeure,118.0,6.8
33931,321303,1944,100.0,6.8
25459,280218,1987,0.0,6.8
4941,9606,Metropolis,108.0,6.8
31493,156084,The Town That Was,71.0,6.8
19514,84342,Something from Nothing: The Art of Rap,106.0,6.8
5503,18983,"Godzilla, King of the Monsters!",80.0,6.8
25527,171846,Killers,137.0,6.8
8286,50034,Secret Honor,90.0,6.8
31525,57713,La scuola è finita,0.0,6.8
8285,50085,Ruby Gentry,82.0,6.8
5093,24248,Barabbas,137.0,6.8
3036,15515,The 7th Voyage of Sinbad,88.0,6.8
10428,24019,Angels in America,352.0,6.8
24522,116440,Maggie Simpson in The Longest Daycare,5.0,6.8
5496,10575,Heaven,96.0,6.8
16756,34944,Background to Danger,80.0,6.8
10203,1826,Russian Dolls,129.0,6.8
24523,82424,Small Fry,7.0,6.8
31584,42808,The Man Who Will Come,115.0,6.8
41504,427342,Panfilov's 28 Men,105.0,6.8
40029,339927,Kevin Hart: What Now ?,96.0,6.8
3016,33015,Go West,69.0,6.8
24153,245859,God Help the Girl,111.0,6.8
1976,12230,One Hundred and One Dalmatians,79.0,6.8
18712,20683,Pale Cocoon,23.0,6.8
33864,263471,I,170.0,6.8
19378,84344,Teddy Bear,92.0,6.8
5453,33506,Indian Summer,97.0,6.8
7576,28476,The Phantom Tollbooth,90.0,6.8
16922,3397,And Along Come Tourists,85.0,6.8
38730,369052,Debbie Macomber's Dashing Through the Snow,90.0,6.8
23491,91245,Battle Circus,90.0,6.8
31715,120475,Dragon Ball: Episode of Bardock,20.0,6.8
4771,1535,Spy Game,126.0,6.8
41319,245597,Steal My Heart,115.0,6.8
1949,9631,The Negotiator,140.0,6.8
1950,9820,The Parent Trap,127.0,6.8
19340,82633,Lawless,115.0,6.8
1953,96196,The Governess,115.0,6.8
10455,3291,"Good Night, and Good Luck.",93.0,6.8
33814,32164,Divergence,101.0,6.8
38746,68213,Louis Theroux: America's Medicated Kids,59.0,6.8
19321,121210,Our Children,111.0,6.8
31660,39318,Alias Jesse James,92.0,6.8
38704,78573,The Gerson Miracle,91.0,6.8
3012,9684,Sweet and Lowdown,95.0,6.8
18126,72875,I Want to Be a Soldier,88.0,6.8
11033,16074,Mountain Patrol,85.0,6.8
33333,314402,Dheepan,115.0,6.8
1909,3170,Bambi,70.0,6.8
18698,79108,Starbuck,103.0,6.8
9867,53939,Sons and Lovers,103.0,6.8
31641,295279,"Back to Back, Face to Face",138.0,6.8
19408,84329,Robot & Frank,85.0,6.8
38669,280874,Killing Daddy,85.0,6.8
31647,89870,Brooklyn Boheme,0.0,6.8
33888,97274,Milton Glaser: To Inform & Delight,73.0,6.8
2447,10212,Ravenous,100.0,6.8
10191,1553,The Beat That My Heart Skipped,107.0,6.8
9874,18774,This Sporting Life,134.0,6.8
7568,22627,Pure Country,112.0,6.8
16884,49018,Insidious,103.0,6.8
41347,146724,Love 911,120.0,6.8
7569,18283,Brigadoon,108.0,6.8
41336,327175,Not Angels but Angels,0.0,6.8
18775,44734,Eden of the East Movie II: Paradise Lost,93.0,6.8
39360,353571,Tallulah,111.0,6.8
4802,11033,Dressed to Kill,105.0,6.8
10712,44940,Hell Drivers,108.0,6.8
23788,44405,Never Weaken,29.0,6.8
10608,917,Mother India,172.0,6.8
32505,353898,Manjhi The Mountain Man,121.0,6.8
19037,110650,Outer Space,10.0,6.8
33565,318917,Look Who's Back,116.0,6.8
39130,329750,(Dis)Honesty: The Truth About Lies,90.0,6.8
7745,18387,Big Wednesday,120.0,6.8
32469,52761,Daisy Town,71.0,6.8
10097,19316,Saving Face,91.0,6.8
4893,61418,The Waterdance,106.0,6.8
19031,44473,Entr'acte,22.0,6.8
24997,192558,Aashiqui 2,132.0,6.8
2764,10974,Armour of God,88.0,6.8
17766,73532,Le Havre,93.0,6.8
24889,186161,The Gilded Cage,90.0,6.8
5215,557,Spider-Man,121.0,6.8
5254,320,Insomnia,118.0,6.8
2220,3033,Gods and Monsters,105.0,6.8
10607,55396,Koirankynnen leikkaaja,0.0,6.8
40712,48508,A Brand New Life,92.0,6.8
17761,45048,Felicity,94.0,6.8
10588,5741,Lorna,78.0,6.8
19067,66956,This Special Friendship,99.0,6.8
7731,26886,Bright Future,92.0,6.8
40456,245003,Lorenzo,5.0,6.8
5263,24008,Monkey Business,97.0,6.8
10738,78237,On Probation,112.0,6.8
7736,42122,The Dresser,118.0,6.8
10735,49653,Roads to Koktebel,100.0,6.8
39204,258322,Fasten Your Seatbelts,110.0,6.8
38981,343140,Office,120.0,6.8
2283,1934,Shakespeare in Love,122.0,6.8
10592,84090,The Citadel,110.0,6.8
18895,77877,The Lucky One,101.0,6.8
23989,221902,"Two Days, One Night",95.0,6.8
17798,81783,Children of the Secret State,50.0,6.8
33404,243352,Where Hope Grows,95.0,6.8
33427,236873,Lulu in the Nude,90.0,6.8
17548,88562,Assassination,104.0,6.8
19050,84332,Safety Not Guaranteed,85.0,6.8
10625,84847,Cinderella Liberty,117.0,6.8
7792,41799,"Distant Voices, Still Lives",84.0,6.8
17230,70862,American Grindhouse,80.0,6.8
17647,111960,Miranda,80.0,6.8
23913,54487,Cane Toads: The Conquest,85.0,6.8
17713,73358,Page Eight,99.0,6.8
5238,14117,Calamity Jane,101.0,6.8
10059,16976,9 Souls,120.0,6.8
10678,30095,Passport to Pimlico,84.0,6.8
17646,98635,What Did the Lady Forget?,71.0,6.8
33520,56287,Scandal in Sorrento,106.0,6.8
2242,9487,A Bug's Life,95.0,6.8
17649,64964,Forest,90.0,6.8
39096,58522,Boris - Il film,108.0,6.8
17704,109008,Escape,98.0,6.8
17703,63579,Project Nim,93.0,6.8
17653,55420,Another Earth,92.0,6.8
10670,20641,Love's Enduring Promise,88.0,6.8
2258,9749,Fletch,98.0,6.8
40596,258230,A Monster Calls,108.0,6.8
17681,59392,Backlight,90.0,6.8
10072,31200,Agatha,105.0,6.8
2239,12560,The Big Chill,105.0,6.8
17728,32859,Wooden Crosses,110.0,6.8
39117,391757,Never Back Down: No Surrender,101.0,6.8
7756,42658,Helen of Troy,118.0,6.8
40639,416867,Iliza Shlesinger: Confirmed Kills,77.0,6.8
40544,39123,20th Century Boys - Chapter 3: Our Flag,156.0,6.8
10091,42268,11 Harrowhouse,94.0,6.8
2803,11541,The Year of Living Dangerously,115.0,6.8
17601,29496,Cut-Throats Nine,83.0,6.8
5246,9026,The Importance of Being Earnest,97.0,6.8
10052,18050,The Keys of the Kingdom,137.0,6.8
10698,174865,Penelope,97.0,6.8
24904,298077,Ambition,6.0,6.8
17637,162453,Kaïrat,72.0,6.8
5245,4012,The Believer,98.0,6.8
39110,364902,The Dresser,105.0,6.8
32364,257932,Dragon Nest: Warriors' Dawn,88.0,6.8
39007,45783,Anders Matthesen: Tal For Dig Selv,311.0,6.8
39105,377823,The Final Master,109.0,6.8
8125,11387,Lord Jim,154.0,6.8
4883,5279,Gosford Park,137.0,6.8
7762,20849,Possessed,108.0,6.8
5270,15677,84 Charing Cross Road,100.0,6.8
40453,60085,Final Flesh,71.0,6.8
10580,8425,The Clockmaker of St. Paul,105.0,6.8
7855,3293,Pirates of Silicon Valley,97.0,6.8
32667,83581,Some Voices,101.0,6.8
10154,24703,Trekkies 2,93.0,6.8
32151,145312,Dear Santa,90.0,6.8
2872,38772,Melvin and Howard,95.0,6.8
19140,84175,Beasts of the Southern Wild,93.0,6.8
25178,219343,Lucia,136.0,6.8
24747,52989,How the Toys Saved Christmas,92.0,6.8
2132,12626,Broadcast News,133.0,6.8
9994,68883,Rouge,96.0,6.8
38906,50578,Amongst White Clouds,86.0,6.8
17923,47496,The Grand Dukes,85.0,6.8
10539,59388,Calamari Union,84.0,6.8
32191,39229,Mobile Suit Gundam II: Soldiers of Sorrow,139.0,6.8
5300,21635,"Sorry, Wrong Number",89.0,6.8
10148,28000,Somebody Up There Likes Me,113.0,6.8
32200,302502,Pervert Park,77.0,6.8
40814,393656,Date with Love,84.0,6.8
19131,39105,Dragon Ball Z: Bojack Unbound,50.0,6.8
7683,41662,3 Women,124.0,6.8
39355,340611,Indignation,110.0,6.8
7822,20676,Deep Cover,107.0,6.8
17249,246882,Then I Sentenced Them All to Death,103.0,6.8
32680,63569,Oh How It Hurts 66,99.0,6.8
17237,55347,Beginners,105.0,6.8
23631,171372,Frank,95.0,6.8
32679,310135,Turbo Kid,95.0,6.8
7666,20643,I Love You Again,99.0,6.8
32072,64822,Dear Goddamned Friends,0.0,6.8
2095,31997,Saboteur,108.0,6.8
7669,28916,The Way Ahead,115.0,6.8
2100,2762,Young and Innocent,83.0,6.8
40285,188001,Traveling Saleslady,63.0,6.8
9981,35170,Snake and Crane Arts of Shaolin,96.0,6.8
7670,27459,Little Murders,110.0,6.8
32092,11441,Madly in Love,100.0,6.8
7678,31526,Queen Christina,99.0,6.8
10829,4173,Stromboli,105.0,6.8
2112,543,Blackmail,84.0,6.8
19182,57215,"Drive, He Said",95.0,6.8
25194,256917,The Water Diviner,112.0,6.8
2867,15247,The Ipcress File,109.0,6.8
17387,61537,Burn Notice: The Fall of Sam Axe,120.0,6.8
17906,113258,Le jeu de la mort,0.0,6.8
2836,8052,Hard Eight,96.0,6.8
17464,67913,The Guard,96.0,6.8
17469,51162,Winnie the Pooh,63.0,6.8
24826,130474,Young Cassidy,110.0,6.8
38961,324284,Lamb,93.0,6.8
2174,11071,Them!,94.0,6.8
39286,377213,Te3n,136.0,6.8
10018,43260,Jubal,100.0,6.8
38968,347031,Swiss Army Man,97.0,6.8
17488,46995,Madeleine,114.0,6.8
38918,324764,Flocking,110.0,6.8
32315,85221,Fantasmagorie,2.0,6.8
32555,33551,The Wistful Widow of Wagon Gap,78.0,6.8
39279,68309,The Wooden Horse,101.0,6.8
40448,10841,Breakthrough,111.0,6.8
24026,242090,The One I Love,91.0,6.8
2184,12159,What Dreams May Come,113.0,6.8
17836,65283,The Proud and the Beautiful,0.0,6.8
8173,42600,Watermelon Man,100.0,6.8
10565,16156,Sarah Silverman: Jesus Is Magic,70.0,6.8
2165,8195,Ronin,122.0,6.8
24820,38460,Dead Men Tell,61.0,6.8
2160,2109,Rush Hour,98.0,6.8
17395,52188,The Waiting Room,92.0,6.8
17399,1482,Laws of Gravity,100.0,6.8
17405,95482,Green Fish,111.0,6.8
18819,85033,Café de Flore,120.0,6.8
30948,202980,Les Petits princes,0.0,6.8
24769,50400,Mission London,107.0,6.8
40373,296193,Comedy Central Roast of David Hasselhoff,90.0,6.8
32611,206461,The Madness of Youth,71.0,6.8
18834,50365,Our Day Will Come,90.0,6.8
39312,253337,The Winding Stream,87.0,6.8
17880,56345,Animal Love,120.0,6.8
32596,27306,Cyber Wars,103.0,6.8
33668,291692,Brotherhood of Blades,111.0,6.8
10780,31416,The Wind,95.0,6.8
2859,16162,The Best Man,120.0,6.8
17875,47182,Here Comes Peter Cottontail,50.0,6.8
33375,82968,Blood of My Blood,140.0,6.8
1831,33667,Gentleman's Agreement,118.0,6.8
18709,3051,Eye of the Devil,96.0,6.8
18986,78206,Chicken with Plums,93.0,6.8
19686,24863,Holiday Affair,87.0,6.8
11205,1165,The Queen,103.0,6.8
18434,97394,Stanley Kubrick's Boxes,48.0,6.8
23274,168742,The Rocket,96.0,6.8
39539,308266,War Dogs,114.0,6.8
2520,18990,The Mummy,86.0,6.8
25766,135832,Moon Man,95.0,6.8
11199,26502,Seven Men from Now,78.0,6.8
18296,16939,Last Holiday,88.0,6.8
18289,56292,Mission: Impossible - Ghost Protocol,133.0,6.8
25909,56825,Compagni di scuola,0.0,6.8
11305,2753,The Assault,124.0,6.8
38263,363178,Thoonga Vanam,127.0,6.8
4954,51044,Carmen Jones,105.0,6.8
8327,42816,The Champ,86.0,6.8
41688,335797,Sing,108.0,6.8
16469,162234,Lola and Billy the Kid,91.0,6.8
33271,136884,Dark Blood,86.0,6.8
25800,256835,Toy Story That Time Forgot,22.0,6.8
34091,28061,Lust of the Vampire,85.0,6.8
16309,54178,The One-Armed Swordsman,111.0,6.8
11220,11227,Angel-A,91.0,6.8
41773,356156,My Love Story!!,144.0,6.8
41768,301339,Coming Through The Rye,97.0,6.8
25893,157301,Adam and Dog,16.0,6.8
1729,16980,The Last Days of Disco,113.0,6.8
25772,276908,Comet,91.0,6.8
5014,39387,Loves of a Blonde,81.0,6.8
1637,10217,The Sweet Hereafter,112.0,6.8
3105,33078,A Zed & Two Noughts,115.0,6.8
8372,43874,Camille,109.0,6.8
10264,13922,The Great Raid,132.0,6.8
25779,162059,Front Page Woman,82.0,6.8
18281,70955,Backstage,112.0,6.8
18278,118204,The Student,124.0,6.8
38514,132148,The Battle of Chile - Part II,88.0,6.8
34045,67626,Three Orphan Kittens,9.0,6.8
16554,34025,Kisses,72.0,6.8
16252,49296,The Four Troublesome Heads,1.0,6.8
34066,291343,Nowitzki: The Perfect Shot,106.0,6.8
11165,35921,Compulsion,103.0,6.8
39721,334304,Belle and Sebastian: The Adventure Continues,97.0,6.8
33155,344476,The Classified File,108.0,6.8
1614,11831,Amistad,155.0,6.8
11193,11689,Crime Busters,110.0,6.8
39669,390734,Kingsglaive: Final Fantasy XV,115.0,6.8
41638,393731,Mercenary,112.0,6.8
5004,480,Monsoon Wedding,114.0,6.8
39523,361249,Nil Battey Sannata,96.0,6.8
31335,63176,Liza,100.0,6.8
4696,16121,The Big Red One,113.0,6.8
16551,25695,Treeless Mountain,89.0,6.8
16547,47610,Gravity,97.0,6.8
41656,136921,Pixels,3.0,6.8
34179,37055,Elephant,39.0,6.8
19668,84172,The Ambassador,93.0,6.8
41657,36123,Under the Sea 3D,41.0,6.8
34086,135659,Johan Falk: De 107 patrioterna,92.0,6.8
11310,4643,The Guardian,139.0,6.8
16524,52013,Marwencol,83.0,6.8
10231,42719,Georgy Girl,99.0,6.8
16519,23077,Russell Peters: Outsourced,72.0,6.8
8046,18706,Sherlock Holmes and the Secret Weapon,68.0,6.8
5555,19403,The Mechanic,100.0,6.8
31309,22373,Saturn in Opposition,110.0,6.8
16509,99372,The Naked Edge,99.0,6.8
16505,57448,L'amour fou,98.0,6.8
9706,12228,Inside Deep Throat,92.0,6.8
18427,77560,Faust,140.0,6.8
25806,42759,The Call of the Wild,100.0,6.8
41628,105561,Patriocracy,90.0,6.8
41892,264746,Tinker Ticker,102.0,6.8
24382,33389,City in Darkness,75.0,6.8
23185,104250,The Loving Story,77.0,6.8
33069,315841,Ryuzo and the Seven Henchmen,111.0,6.8
7405,94771,One Hundred and One Nights,101.0,6.8
41908,65207,The Twelve Gold Medallions,102.0,6.8
38355,387889,Buddymoon,80.0,6.8
31183,42966,Once Upon a Time in Mumbaai,135.0,6.8
11262,32969,Pretty Poison,89.0,6.8
31177,23692,The Initiation of Sarah,96.0,6.8
16378,33870,Mao's Last Dancer,117.0,6.8
41888,388399,Patriots Day,133.0,6.8
1682,66894,Ride,90.0,6.8
41863,403052,Mower Minions,4.0,6.8
2537,3079,The Curse of Frankenstein,82.0,6.8
16354,112674,The Cowboy and the Lady,91.0,6.8
11271,31148,City for Conquest,104.0,6.8
18565,278458,The Artist,0.0,6.8
10325,44413,The Holy Girl,106.0,6.8
33079,44827,Dor,124.0,6.8
8032,64868,Greyfriars Bobby: The True Story of a Dog,87.0,6.8
24392,38458,Charlie Chan in Panama,66.0,6.8
18599,29750,Metallica: A Year and a Half in the Life Of...,236.0,6.8
24393,33393,Charlie Chan in Paris,72.0,6.8
2547,8974,The War of the Worlds,85.0,6.8
18588,16564,Winter in Wartime,103.0,6.8
2538,32023,Son of Dracula,80.0,6.8
10245,308,Broken Flowers,105.0,6.8
7410,10235,Alexander Nevsky,112.0,6.8
11270,300,The Science of Sleep,105.0,6.8
23177,90590,Policewomen,90.0,6.8
18410,15044,Einstein and Eddington,90.0,6.8
11263,1381,The Fountain,96.0,6.8
10343,15155,G,96.0,6.8
9738,37232,Travellers and Magicians,108.0,6.8
16397,31694,Trouble in Mind,111.0,6.8
38412,355890,Jane Wants a Boyfriend,101.0,6.8
7429,14782,The Unsaid,111.0,6.8
5035,35810,The Amazing Quest of Ernest Bliss,80.0,6.8
24508,234862,Mr Hublot,11.0,6.8
11284,66487,Streamers,118.0,6.8
38285,38983,Attack the Gas Station 2,111.0,6.8
8025,17218,The Set-Up,73.0,6.8
5570,19429,Absence of Malice,116.0,6.8
8034,15081,The Three Lives of Thomasina,97.0,6.8
18571,88491,Chapiteau-Show,207.0,6.8
1648,9746,Kundun,134.0,6.8
10352,14759,Bookies,88.0,6.8
33060,15640,"Killing Is My Business, Honey",109.0,6.8
16442,49009,The Way Back,133.0,6.8
9720,18279,Frozen Land,127.0,6.8
2557,1090,The Thirteenth Floor,100.0,6.8
23168,70417,Borrowed Hearts,91.0,6.8
11281,12249,Aaltra,92.0,6.8
3137,11287,A League of Their Own,128.0,6.8
